age,monthly_income,loan_amount,loan_tenure_months,existing_emis,credit_score,dependents,work_experience_years,emi_to_income_ratio,loan_to_income_ratio,employment_type,employer_type,loan_type,city_tier,residential_status,payment_history,marital_status,gender,eligible
26,40000,316441,36,0,672,1,7,0.2198,0.6593,Retired,Startup,Vehicle Loan,Metro,Company Provided,Clean,Widowed,Male,1
39,40000,683801,180,2000,659,2,8,0.145,1.4246,Business Owner,Government,Business Loan,Tier 1,Owned,Minor Delay,Married,Female,1
52,90000,2283232,12,10000,628,1,6,2.2252,2.1141,Business Owner,Private MNC,Personal Loan,Tier 2,Rented,Serious Default,Divorced,Male,0
29,90000,267885,48,35000,654,2,5,0.4509,0.248,Retired,Startup,Home Loan,Metro,Owned,Clean,Married,Female,1
32,40000,1476201,120,20000,582,2,1,0.8075,3.0754,Self Employed,Government,Education Loan,Tier 1,Company Provided,Minor Delay,Divorced,Male,0
31,25000,197892,60,0,770,0,5,0.1319,0.6596,Retired,NGO,Home Loan,Tier 2,Rented,Minor Delay,Single,Male,1
36,25000,514764,24,10000,615,3,4,1.2579,1.7159,Self Employed,Private Indian,Home Loan,Tier 3,Company Provided,Minor Delay,Single,Female,0
21,60000,2300477,12,0,765,4,7,3.1951,3.1951,Student,Public Sector,Education Loan,Metro,Rented,Minor Delay,Single,Male,0
41,25000,2569570,84,5000,806,3,10,1.4236,8.5652,Business Owner,NGO,Home Loan,Tier 1,Rented,Clean,Single,Male,0
50,25000,996740,60,5000,638,2,16,0.8645,3.3225,Salaried,Not Applicable,Education Loan,Metro,Rented,Clean,Married,Male,0
33,25000,641444,36,0,655,3,11,0.7127,2.1381,Freelancer,Private Indian,Home Loan,Metro,Parental,Clean,Married,Female,0
54,15000,2142461,240,0,739,2,0,0.5951,11.9026,Self Employed,Private Indian,Vehicle Loan,Metro,Parental,Clean,Single,Male,0
24,40000,110263,36,0,665,1,9,0.0766,0.2297,Unemployed,NGO,Business Loan,Metro,Parental,Minor Delay,Widowed,Female,1
48,40000,2770692,24,0,636,1,15,2.8861,5.7723,Retired,Government,Vehicle Loan,Metro,Rented,Minor Delay,Divorced,Male,0
58,40000,1217208,60,20000,735,0,7,1.0072,2.5358,Business Owner,Startup,Personal Loan,Tier 1,Company Provided,Clean,Single,Male,0
51,25000,2163727,240,0,640,4,15,0.3606,7.2124,Retired,Private MNC,Personal Loan,Tier 2,Company Provided,Clean,Single,Male,0
47,90000,1372924,180,0,871,1,2,0.0847,1.2712,Salaried,Private MNC,Home Loan,Tier 1,Parental,Major Delay,Single,Female,1
25,8000,1110528,84,0,744,4,3,1.6526,11.568,Salaried,Startup,Personal Loan,Metro,Owned,Minor Delay,Widowed,Male,0
45,60000,1618402,36,20000,753,0,7,1.0826,2.2478,Business Owner,Not Applicable,Personal Loan,Tier 2,Rented,Minor Delay,Single,Other,1
23,90000,1263520,84,2000,692,4,7,0.1894,1.1699,Freelancer,Startup,Home Loan,Tier 1,Company Provided,Clean,Divorced,Male,1
53,25000,2831888,60,0,849,1,12,1.8879,9.4396,Salaried,Public Sector,Home Loan,Tier 3,Company Provided,Clean,Divorced,Female,0
24,40000,1820020,12,10000,640,1,8,4.0417,3.7917,Unemployed,Startup,Business Loan,Tier 2,Parental,Clean,Married,Male,0
45,90000,192712,60,2000,760,3,7,0.0579,0.1784,Business Owner,Not Applicable,Education Loan,Tier 1,Owned,Minor Delay,Widowed,Female,1
40,15000,338581,120,2000,592,3,20,0.3214,1.881,Salaried,Public Sector,Home Loan,Metro,Owned,Clean,Married,Male,1
54,40000,177129,240,10000,883,3,4,0.2685,0.369,Self Employed,Startup,Business Loan,Metro,Rented,Minor Delay,Widowed,Male,1
46,40000,924113,12,0,765,4,14,1.9252,1.9252,Salaried,Not Applicable,Vehicle Loan,Metro,Company Provided,Minor Delay,Widowed,Female,1
25,25000,2925962,36,20000,624,1,10,4.0511,9.7532,Salaried,Not Applicable,Personal Loan,Tier 1,Rented,Clean,Divorced,Female,0
55,60000,2679343,180,5000,742,0,6,0.3314,3.7213,Unemployed,Public Sector,Education Loan,Metro,Owned,Serious Default,Single,Male,1
48,90000,2698303,84,5000,785,2,9,0.4125,2.4984,Salaried,Startup,Vehicle Loan,Tier 2,Owned,Clean,Divorced,Female,1
49,60000,355525,60,0,628,1,3,0.0988,0.4938,Self Employed,Startup,Home Loan,Tier 2,Rented,Clean,Married,Male,1
29,15000,493172,24,10000,663,3,8,2.0366,2.7398,Business Owner,Private MNC,Vehicle Loan,Tier 2,Owned,Minor Delay,Widowed,Female,0
58,15000,1042030,36,5000,620,3,7,2.263,5.7891,Student,Private Indian,Business Loan,Metro,Parental,Minor Delay,Married,Male,0
26,40000,585755,24,0,738,4,10,0.6102,1.2203,Freelancer,Private Indian,Home Loan,Metro,Parental,Clean,Divorced,Female,1
39,8000,370098,12,0,714,3,7,3.8552,3.8552,Salaried,Public Sector,Home Loan,Tier 2,Owned,Minor Delay,Widowed,Male,0
64,40000,336045,120,2000,702,4,16,0.12,0.7001,Student,Government,Education Loan,Tier 2,Company Provided,Clean,Single,Female,1
31,40000,2072063,36,10000,635,0,3,1.6889,4.3168,Self Employed,NGO,Business Loan,Metro,Owned,Clean,Widowed,Male,0
22,40000,807902,120,20000,683,3,4,0.6683,1.6831,Salaried,Private MNC,Personal Loan,Metro,Rented,Major Delay,Married,Male,0
64,40000,416099,120,5000,642,4,9,0.2117,0.8669,Salaried,Startup,Vehicle Loan,Metro,Company Provided,Clean,Married,Male,1
64,25000,983708,180,5000,738,3,3,0.4186,3.279,Student,Private MNC,Education Loan,Metro,Parental,Major Delay,Married,Male,0
29,15000,594043,12,0,615,4,11,3.3002,3.3002,Self Employed,Government,Education Loan,Tier 1,Parental,Clean,Married,Male,0
41,25000,1420537,60,5000,636,1,14,1.147,4.7351,Student,Private MNC,Home Loan,Metro,Parental,Major Delay,Widowed,Female,0
44,40000,2935677,240,35000,765,4,5,1.1808,6.116,Salaried,Government,Vehicle Loan,Metro,Parental,Clean,Widowed,Female,1
54,40000,306094,120,2000,664,2,8,0.1138,0.6377,Self Employed,NGO,Education Loan,Tier 1,Parental,Clean,Divorced,Female,1
42,60000,2609905,12,0,840,0,11,3.6249,3.6249,Salaried,Government,Home Loan,Tier 1,Company Provided,Clean,Divorced,Male,1
23,60000,1981327,180,0,715,1,12,0.1835,2.7518,Self Employed,Government,Home Loan,Tier 3,Parental,Major Delay,Widowed,Female,1
32,150000,1383660,36,0,554,0,25,0.2562,0.7687,Retired,Not Applicable,Business Loan,Metro,Company Provided,Clean,Divorced,Female,1
48,25000,749400,48,5000,594,1,1,0.8245,2.498,Salaried,Government,Home Loan,Tier 1,Rented,Clean,Widowed,Male,0
50,8000,1751578,48,20000,652,3,15,5.0,18.2456,Salaried,Government,Personal Loan,Tier 3,Owned,Major Delay,Single,Female,0
46,25000,1707301,180,0,759,4,4,0.3794,5.691,Business Owner,Startup,Business Loan,Tier 2,Company Provided,Clean,Widowed,Male,1
41,60000,405113,12,2000,751,3,4,0.596,0.5627,Salaried,Private MNC,Business Loan,Tier 1,Parental,Clean,Divorced,Female,1
48,25000,1186301,180,2000,661,0,8,0.3436,3.9543,Self Employed,Private Indian,Personal Loan,Tier 2,Rented,Clean,Single,Male,1
46,60000,160675,240,20000,798,0,8,0.3445,0.2232,Salaried,Private Indian,Personal Loan,Tier 1,Rented,Minor Delay,Divorced,Male,1
53,40000,144266,240,2000,726,1,14,0.065,0.3006,Retired,Startup,Education Loan,Tier 3,Owned,Minor Delay,Widowed,Male,1
41,90000,1369956,60,0,674,0,0,0.2537,1.2685,Salaried,Public Sector,Education Loan,Tier 1,Owned,Clean,Divorced,Female,1
55,90000,2128153,48,0,793,4,0,0.4926,1.9705,Retired,NGO,Personal Loan,Tier 2,Company Provided,Clean,Widowed,Female,1
54,8000,1313772,48,2000,635,0,17,3.6713,13.6851,Freelancer,Not Applicable,Education Loan,Tier 2,Company Provided,Clean,Divorced,Male,0
61,40000,2282126,240,10000,744,3,0,0.4877,4.7544,Salaried,Government,Personal Loan,Tier 2,Owned,Clean,Divorced,Male,1
38,40000,2771096,180,0,752,4,13,0.3849,5.7731,Salaried,Private MNC,Personal Loan,Tier 2,Owned,Clean,Widowed,Female,1
31,25000,346508,120,5000,749,0,14,0.3155,1.155,Student,Government,Home Loan,Metro,Owned,Clean,Single,Female,1
43,25000,1066487,36,5000,687,2,13,1.385,3.555,Self Employed,Not Applicable,Education Loan,Tier 2,Rented,Minor Delay,Widowed,Female,0
42,40000,2290244,48,2000,769,2,10,1.2428,4.7713,Salaried,Government,Business Loan,Tier 2,Owned,Minor Delay,Widowed,Female,0
37,15000,291472,240,0,847,3,11,0.081,1.6193,Salaried,Private Indian,Business Loan,Metro,Rented,Minor Delay,Widowed,Male,1
25,40000,2453449,180,20000,687,1,5,0.8408,5.1114,Salaried,Government,Education Loan,Tier 3,Parental,Major Delay,Married,Male,0
64,40000,1270925,12,5000,705,1,0,2.7728,2.6478,Self Employed,Not Applicable,Education Loan,Tier 3,Parental,Clean,Married,Male,0
31,15000,2103301,36,10000,774,0,6,4.5617,11.685,Self Employed,Private MNC,Education Loan,Metro,Company Provided,Clean,Divorced,Male,0
50,40000,350646,24,5000,678,4,5,0.4903,0.7305,Freelancer,Private MNC,Education Loan,Tier 1,Company Provided,Clean,Married,Female,1
35,25000,65675,24,35000,676,1,3,1.5095,0.2189,Retired,Private Indian,Home Loan,Metro,Owned,Major Delay,Single,Male,0
47,60000,1216960,180,2000,607,2,8,0.146,1.6902,Salaried,Startup,Personal Loan,Metro,Company Provided,Clean,Widowed,Other,1
55,15000,1176805,84,2000,562,1,0,1.0673,6.5378,Salaried,Private Indian,Education Loan,Tier 2,Parental,Serious Default,Single,Female,0
53,90000,2760489,84,2000,609,2,14,0.3874,2.556,Unemployed,Private Indian,Education Loan,Metro,Company Provided,Minor Delay,Widowed,Female,0
40,25000,2854660,48,2000,769,1,7,2.4589,9.5155,Self Employed,Not Applicable,Personal Loan,Tier 1,Rented,Minor Delay,Single,Female,0
36,15000,1449877,12,0,617,3,5,5.0,8.0549,Student,Government,Personal Loan,Tier 2,Company Provided,Minor Delay,Married,Female,0
54,25000,1318895,120,35000,738,4,6,1.8396,4.3963,Unemployed,Public Sector,Personal Loan,Tier 1,Parental,Clean,Widowed,Male,0
22,25000,1728575,180,20000,818,0,7,1.1841,5.7619,Salaried,NGO,Vehicle Loan,Tier 1,Parental,Major Delay,Married,Female,0
55,25000,2084158,24,2000,712,2,2,3.5536,6.9472,Salaried,Startup,Business Loan,Metro,Parental,Serious Default,Married,Female,0
60,40000,2873414,24,2000,629,1,2,3.0431,5.9863,Salaried,Startup,Education Loan,Tier 2,Parental,Major Delay,Widowed,Female,0
48,40000,2960049,12,0,689,0,1,5.0,6.1668,Self Employed,Not Applicable,Home Loan,Tier 1,Rented,Clean,Single,Female,0
59,15000,1917294,48,20000,730,2,0,3.9962,10.6516,Freelancer,Startup,Home Loan,Tier 3,Company Provided,Minor Delay,Divorced,Male,0
26,8000,1153371,84,2000,730,2,3,1.9663,12.0143,Business Owner,Government,Personal Loan,Tier 2,Parental,Clean,Married,Female,0
29,60000,1468859,60,5000,709,3,7,0.4913,2.0401,Salaried,Private Indian,Home Loan,Tier 1,Company Provided,Minor Delay,Married,Male,1
40,40000,784543,48,20000,750,1,13,0.9086,1.6345,Unemployed,NGO,Business Loan,Tier 2,Owned,Clean,Widowed,Male,1
21,25000,153845,48,2000,779,0,0,0.2082,0.5128,Salaried,Not Applicable,Education Loan,Tier 1,Rented,Serious Default,Widowed,Male,1
28,60000,1410706,120,10000,661,1,12,0.3626,1.9593,Salaried,Not Applicable,Home Loan,Metro,Owned,Clean,Single,Male,1
43,25000,1010705,120,2000,812,1,0,0.4169,3.369,Salaried,Government,Business Loan,Metro,Rented,Minor Delay,Married,Female,1
23,60000,1010819,24,10000,726,4,8,0.8686,1.4039,Freelancer,Private MNC,Business Loan,Tier 1,Parental,Clean,Divorced,Female,0
24,25000,2944329,120,2000,521,2,0,1.0614,9.8144,Business Owner,Public Sector,Vehicle Loan,Tier 1,Company Provided,Minor Delay,Married,Male,0
45,8000,1302002,24,2000,684,2,1,5.0,13.5625,Salaried,Public Sector,Vehicle Loan,Tier 1,Rented,Clean,Single,Female,0
58,90000,916069,48,35000,686,4,9,0.6009,0.8482,Business Owner,NGO,Home Loan,Metro,Owned,Minor Delay,Divorced,Female,0
35,25000,2376485,12,5000,786,4,9,5.0,7.9216,Salaried,Government,Business Loan,Tier 2,Owned,Clean,Widowed,Female,0
41,60000,2720006,60,2000,653,1,11,0.7889,3.7778,Salaried,Private Indian,Personal Loan,Tier 1,Company Provided,Minor Delay,Widowed,Female,0
55,25000,880154,12,0,711,2,3,2.9338,2.9338,Business Owner,Startup,Vehicle Loan,Tier 1,Rented,Clean,Widowed,Female,0
34,40000,423218,48,0,586,0,12,0.2204,0.8817,Salaried,NGO,Business Loan,Metro,Owned,Major Delay,Single,Female,0
56,90000,2746414,240,10000,633,3,15,0.2383,2.543,Salaried,NGO,Vehicle Loan,Tier 2,Owned,Serious Default,Widowed,Female,0
32,8000,526908,180,2000,763,4,9,0.6159,5.4886,Salaried,Private MNC,Education Loan,Tier 1,Rented,Major Delay,Divorced,Male,0
37,60000,2493380,84,10000,602,0,0,0.6614,3.463,Salaried,Private MNC,Business Loan,Tier 2,Parental,Clean,Widowed,Male,0
59,40000,2318103,180,2000,777,0,0,0.372,4.8294,Unemployed,Not Applicable,Business Loan,Tier 1,Parental,Minor Delay,Single,Female,0
29,40000,1516559,60,2000,791,1,8,0.6819,3.1595,Retired,Not Applicable,Education Loan,Metro,Company Provided,Clean,Married,Female,1
55,40000,298595,120,10000,799,4,5,0.3122,0.6221,Retired,NGO,Vehicle Loan,Metro,Parental,Major Delay,Married,Female,1
33,90000,2002361,180,2000,823,0,3,0.1458,1.854,Salaried,Not Applicable,Education Loan,Tier 2,Company Provided,Clean,Divorced,Male,1
35,8000,2326881,120,20000,762,3,7,4.9238,24.2383,Student,Public Sector,Home Loan,Tier 1,Owned,Clean,Single,Male,0
38,25000,2351891,48,5000,734,0,6,2.1599,7.8396,Self Employed,NGO,Personal Loan,Metro,Owned,Clean,Widowed,Male,0
53,90000,1385827,60,0,749,3,7,0.2566,1.2832,Retired,Private Indian,Vehicle Loan,Tier 3,Parental,Clean,Widowed,Male,1
26,60000,2831305,84,5000,705,3,3,0.6451,3.9324,Student,Startup,Business Loan,Tier 1,Rented,Clean,Married,Female,1
47,8000,970200,84,0,670,3,17,1.4438,10.1062,Self Employed,Not Applicable,Home Loan,Tier 2,Parental,Clean,Widowed,Male,0
43,40000,890271,240,2000,761,4,2,0.1427,1.8547,Salaried,Public Sector,Vehicle Loan,Tier 1,Company Provided,Clean,Married,Male,1
47,40000,1646261,24,0,735,3,6,1.7149,3.4297,Self Employed,Private Indian,Personal Loan,Tier 3,Company Provided,Minor Delay,Married,Male,0
54,25000,1630568,84,5000,770,4,0,0.9765,5.4352,Salaried,Startup,Business Loan,Metro,Rented,Serious Default,Widowed,Female,0
58,25000,1087763,36,0,683,0,2,1.2086,3.6259,Salaried,Government,Education Loan,Metro,Owned,Clean,Married,Male,0
34,40000,1089528,24,0,690,3,1,1.1349,2.2698,Salaried,Private Indian,Personal Loan,Tier 1,Owned,Clean,Married,Male,0
56,15000,2866300,84,2000,716,2,5,2.4082,15.9239,Self Employed,NGO,Vehicle Loan,Metro,Parental,Clean,Single,Male,0
28,60000,1228152,48,0,689,0,6,0.4264,1.7058,Salaried,NGO,Business Loan,Tier 2,Company Provided,Clean,Widowed,Male,1
55,60000,59765,60,0,900,2,5,0.0166,0.083,Unemployed,Private MNC,Vehicle Loan,Tier 2,Company Provided,Clean,Single,Female,1
39,25000,2157154,60,2000,854,2,5,1.5181,7.1905,Salaried,Not Applicable,Personal Loan,Metro,Rented,Clean,Widowed,Female,0
50,25000,1882717,36,0,700,1,9,2.0919,6.2757,Self Employed,Private Indian,Business Loan,Tier 2,Rented,Clean,Widowed,Female,0
34,25000,1896398,48,0,689,4,9,1.5803,6.3213,Salaried,Private Indian,Personal Loan,Tier 2,Parental,Clean,Widowed,Male,0
40,40000,2322660,36,0,735,1,0,1.613,4.8389,Retired,NGO,Vehicle Loan,Metro,Rented,Clean,Widowed,Male,0
45,60000,1357022,120,10000,665,4,13,0.3551,1.8848,Business Owner,NGO,Business Loan,Metro,Owned,Clean,Divorced,Male,1
60,25000,527698,12,5000,664,1,9,1.959,1.759,Salaried,Private Indian,Business Loan,Tier 2,Rented,Clean,Divorced,Male,0
44,40000,2392772,84,2000,703,0,0,0.7621,4.9849,Freelancer,Startup,Business Loan,Tier 3,Company Provided,Clean,Married,Male,0
34,25000,580929,48,20000,670,2,12,1.2841,1.9364,Salaried,Startup,Vehicle Loan,Tier 2,Company Provided,Clean,Single,Male,0
46,25000,2579677,12,0,714,0,13,5.0,8.5989,Unemployed,Government,Home Loan,Tier 2,Company Provided,Minor Delay,Single,Male,0
58,8000,2367574,12,2000,729,4,0,5.0,24.6622,Self Employed,Government,Vehicle Loan,Tier 3,Company Provided,Clean,Married,Male,0
43,8000,1263837,60,10000,445,2,6,3.883,13.165,Salaried,Startup,Education Loan,Tier 1,Owned,Clean,Single,Male,0
42,15000,2146852,60,5000,545,2,9,2.7187,11.927,Self Employed,Not Applicable,Home Loan,Tier 3,Parental,Clean,Divorced,Male,0
39,25000,2111838,120,35000,632,4,13,2.1039,7.0395,Salaried,Startup,Vehicle Loan,Metro,Rented,Clean,Single,Female,0
23,60000,2786563,48,20000,722,0,10,1.3009,3.8702,Business Owner,Public Sector,Education Loan,Tier 2,Parental,Minor Delay,Widowed,Male,0
62,60000,1509015,240,0,638,2,5,0.1048,2.0959,Freelancer,Private Indian,Personal Loan,Tier 3,Parental,Clean,Widowed,Female,1
39,25000,545521,48,35000,884,0,2,1.8546,1.8184,Freelancer,Private Indian,Education Loan,Tier 1,Rented,Clean,Widowed,Female,0
29,25000,1438903,120,20000,771,0,0,1.2796,4.7963,Retired,Private MNC,Business Loan,Tier 2,Company Provided,Minor Delay,Widowed,Male,0
48,15000,2906064,60,2000,856,0,3,3.3623,16.1448,Business Owner,Startup,Home Loan,Tier 3,Company Provided,Clean,Married,Female,0
40,25000,1103535,60,35000,772,2,10,2.1357,3.6784,Self Employed,Startup,Vehicle Loan,Metro,Company Provided,Clean,Married,Male,0
27,40000,2043337,84,0,573,3,12,0.6081,4.257,Retired,Government,Vehicle Loan,Tier 1,Rented,Minor Delay,Divorced,Male,0
34,25000,1065024,180,5000,606,1,6,0.4367,3.5501,Retired,NGO,Business Loan,Tier 2,Rented,Minor Delay,Divorced,Male,0
29,15000,2460098,60,0,659,4,13,2.7334,13.6672,Unemployed,Government,Home Loan,Metro,Company Provided,Minor Delay,Divorced,Female,0
39,15000,1055252,36,0,604,0,10,1.9542,5.8625,Student,NGO,Home Loan,Tier 1,Owned,Clean,Married,Male,0
34,8000,2133029,84,5000,786,2,20,3.7992,22.2191,Student,Private Indian,Business Loan,Metro,Parental,Clean,Single,Female,0
58,15000,2174367,24,2000,687,4,0,5.0,12.0798,Salaried,Private Indian,Home Loan,Tier 1,Owned,Clean,Widowed,Male,0
56,60000,2202198,180,5000,716,3,6,0.2872,3.0586,Salaried,NGO,Business Loan,Tier 2,Parental,Clean,Single,Female,1
60,25000,1088470,180,5000,810,3,9,0.4419,3.6282,Salaried,Startup,Education Loan,Metro,Parental,Minor Delay,Widowed,Female,1
37,40000,1856129,36,2000,854,2,17,1.339,3.8669,Student,Private Indian,Business Loan,Metro,Owned,Minor Delay,Divorced,Female,0
50,40000,1089089,180,0,678,0,0,0.1513,2.2689,Salaried,Startup,Vehicle Loan,Tier 1,Parental,Clean,Widowed,Female,1
29,90000,1455313,240,5000,590,3,3,0.1229,1.3475,Freelancer,Not Applicable,Personal Loan,Tier 2,Owned,Clean,Single,Male,1
53,90000,2574462,60,10000,604,3,8,0.5879,2.3838,Retired,Private MNC,Education Loan,Metro,Company Provided,Clean,Single,Male,1
45,60000,217198,60,5000,791,3,1,0.1437,0.3017,Student,Private MNC,Vehicle Loan,Metro,Rented,Clean,Divorced,Male,1
34,8000,391180,84,5000,721,2,6,1.2071,4.0748,Business Owner,Public Sector,Education Loan,Metro,Parental,Minor Delay,Divorced,Male,0
31,40000,2723383,120,5000,628,4,0,0.6924,5.6737,Salaried,Government,Vehicle Loan,Tier 1,Owned,Major Delay,Single,Male,0
55,60000,381012,36,2000,756,1,13,0.2097,0.5292,Salaried,Not Applicable,Home Loan,Tier 1,Rented,Serious Default,Divorced,Female,1
61,8000,1410575,60,2000,613,2,16,3.1887,14.6935,Student,Public Sector,Business Loan,Tier 2,Parental,Minor Delay,Married,Male,0
34,40000,727578,12,35000,558,0,16,2.3908,1.5158,Student,Private MNC,Vehicle Loan,Metro,Parental,Major Delay,Divorced,Male,0
50,60000,675412,60,10000,539,2,8,0.3543,0.9381,Unemployed,Private Indian,Vehicle Loan,Tier 2,Parental,Clean,Single,Male,0
61,40000,2807471,48,2000,584,2,8,1.5122,5.8489,Student,Not Applicable,Home Loan,Tier 3,Parental,Minor Delay,Married,Female,0
24,8000,264051,12,2000,792,1,7,3.0005,2.7505,Salaried,Government,Personal Loan,Metro,Rented,Clean,Single,Male,0
24,8000,2585502,120,2000,683,1,12,2.9432,26.9323,Business Owner,Government,Personal Loan,Metro,Parental,Clean,Married,Female,0
48,25000,600162,12,5000,697,1,14,2.2005,2.0005,Salaried,Public Sector,Business Loan,Metro,Parental,Clean,Divorced,Female,0
28,15000,2802447,180,2000,714,4,11,1.1713,15.5692,Freelancer,Government,Home Loan,Tier 1,Rented,Clean,Divorced,Female,0
22,40000,575589,24,5000,619,2,9,0.7246,1.1991,Salaried,Private MNC,Education Loan,Tier 2,Rented,Clean,Single,Male,0
61,60000,1418737,60,2000,661,0,11,0.4274,1.9705,Salaried,Private Indian,Vehicle Loan,Metro,Parental,Minor Delay,Married,Male,1
42,15000,1666183,84,2000,669,1,7,1.4557,9.2566,Retired,Public Sector,Business Loan,Tier 2,Rented,Minor Delay,Single,Female,0
61,90000,2892128,240,20000,625,1,1,0.3561,2.6779,Freelancer,Private Indian,Personal Loan,Tier 1,Rented,Clean,Widowed,Female,0
36,25000,334599,120,2000,661,2,5,0.1915,1.1153,Student,NGO,Education Loan,Tier 2,Owned,Minor Delay,Divorced,Male,1
49,15000,2806624,84,35000,690,0,9,4.5608,15.5924,Business Owner,Public Sector,Home Loan,Metro,Rented,Clean,Single,Male,0
50,60000,1601870,60,0,680,1,3,0.445,2.2248,Salaried,NGO,Vehicle Loan,Tier 2,Company Provided,Clean,Single,Male,1
32,60000,2622786,84,0,734,2,3,0.5204,3.6428,Self Employed,Startup,Vehicle Loan,Tier 1,Owned,Clean,Widowed,Female,1
55,40000,2516220,48,2000,661,3,11,1.3605,5.2421,Student,Not Applicable,Personal Loan,Tier 1,Company Provided,Clean,Widowed,Male,0
31,60000,1131311,12,10000,823,4,11,1.7379,1.5713,Business Owner,Government,Personal Loan,Tier 1,Owned,Clean,Married,Female,1
41,60000,1339783,240,10000,617,2,9,0.2597,1.8608,Retired,Startup,Business Loan,Tier 2,Owned,Minor Delay,Widowed,Male,1
41,90000,2011039,60,0,657,1,5,0.3724,1.8621,Salaried,NGO,Vehicle Loan,Tier 1,Owned,Major Delay,Married,Male,0
25,25000,2275457,180,0,731,0,6,0.5057,7.5849,Salaried,Government,Vehicle Loan,Metro,Owned,Clean,Single,Male,0
40,60000,1821577,120,5000,749,3,11,0.3363,2.53,Student,Startup,Vehicle Loan,Tier 2,Rented,Minor Delay,Widowed,Male,1
57,150000,1730913,180,0,603,0,3,0.0641,0.9616,Salaried,Private Indian,Vehicle Loan,Tier 1,Company Provided,Clean,Married,Male,1
23,60000,464927,12,2000,691,0,0,0.6791,0.6457,Self Employed,Private MNC,Education Loan,Metro,Rented,Clean,Single,Male,0
